country,country_code,broadband 2000,population 2000,life 2000,child 2000,health 2000,electricity 2000,out_of_school 2000,roads 2000,gdp 2000,unemployment 2000,eiti_gov 2000,eiti_company 2000,coal 2000,oil 2000,gas 2000,btu_total_production 2000,us_total_production 2000,consumption 2000,broadband 2001,population 2001,life 2001,child 2001,health 2001,electricity 2001,out_of_school 2001,roads 2001,gdp 2001,unemployment 2001,eiti_gov 2001,eiti_company 2001,coal 2001,oil 2001,gas 2001,btu_total_production 2001,us_total_production 2001,consumption 2001,broadband 2002,population 2002,life 2002,child 2002,health 2002,electricity 2002,out_of_school 2002,roads 2002,gdp 2002,unemployment 2002,eiti_gov 2002,eiti_company 2002,coal 2002,oil 2002,gas 2002,btu_total_production 2002,us_total_production 2002,consumption 2002,broadband 2003,population 2003,life 2003,child 2003,health 2003,electricity 2003,out_of_school 2003,roads 2003,gdp 2003,unemployment 2003,eiti_gov 2003,eiti_company 2003,coal 2003,oil 2003,gas 2003,btu_total_production 2003,us_total_production 2003,consumption 2003,broadband 2004,population 2004,life 2004,child 2004,health 2004,electricity 2004,out_of_school 2004,roads 2004,gdp 2004,unemployment 2004,eiti_gov 2004,eiti_company 2004,coal 2004,oil 2004,gas 2004,btu_total_production 2004,us_total_production 2004,consumption 2004,broadband 2005,population 2005,life 2005,child 2005,health 2005,electricity 2005,out_of_school 2005,roads 2005,gdp 2005,unemployment 2005,eiti_gov 2005,eiti_company 2005,coal 2005,oil 2005,gas 2005,btu_total_production 2005,us_total_production 2005,consumption 2005,broadband 2006,population 2006,life 2006,child 2006,health 2006,electricity 2006,out_of_school 2006,roads 2006,gdp 2006,unemployment 2006,eiti_gov 2006,eiti_company 2006,coal 2006,oil 2006,gas 2006,btu_total_production 2006,us_total_production 2006,consumption 2006,broadband 2007,population 2007,life 2007,child 2007,health 2007,electricity 2007,out_of_school 2007,roads 2007,gdp 2007,unemployment 2007,eiti_gov 2007,eiti_company 2007,coal 2007,oil 2007,gas 2007,btu_total_production 2007,us_total_production 2007,consumption 2007,broadband 2008,population 2008,life 2008,child 2008,health 2008,electricity 2008,out_of_school 2008,roads 2008,gdp 2008,unemployment 2008,eiti_gov 2008,eiti_company 2008,coal 2008,oil 2008,gas 2008,btu_total_production 2008,us_total_production 2008,consumption 2008,broadband 2009,population 2009,life 2009,child 2009,health 2009,electricity 2009,out_of_school 2009,roads 2009,gdp 2009,unemployment 2009,eiti_gov 2009,eiti_company 2009,coal 2009,oil 2009,gas 2009,btu_total_production 2009,us_total_production 2009,consumption 2009,broadband 2010,population 2010,life 2010,child 2010,health 2010,electricity 2010,out_of_school 2010,roads 2010,gdp 2010,unemployment 2010,eiti_gov 2010,eiti_company 2010,coal 2010,oil 2010,gas 2010,btu_total_production 2010,us_total_production 2010,consumption 2010
Saudi Arabia,SA,,"20,045,276",71.31,20.6,286.89718881,5839.77990625,,29.8999996185,9400.81168624,,,,0.0,9475.74895,1759.04015,21832940.5131,1.29519821773e+11,4.85276,0.0676931004,"20,681,576",71.548,19.1,288.16633267,6097.11755042,,29.8999996185,9161.46181251,,,,0.0,9156.63995,1896.06235,21293946.2521,1.41534267651e+11,5.1387,0.162055087,"21,463,072",71.793,17.8,271.46164419,6145.81174587,,29.8999996185,8839.18631642,,,,0.0,8809.50666,2002.3605,20664859.8839,1.0240816649e+11,5.38353,0.2058799865,"22,334,371",72.039,16.6,278.26766795,6536.92015772,,29.8999996185,9144.94519425,,,,0.0,10076.81061,2121.0189,23468238.3368,1.62195012994e+11,5.76125,0.2959450743,"23,213,767",72.286,15.4,285.54318857,6330.2091384,,29.8999996185,9261.92193447,,,,0.0,10496.24133,2319.4892,24555251.6455,1.76992260319e+11,6.20771,0.282008539,"24,041,116",72.532,14.3,338.61347576,6553.14836466,594786,21.4699993134,9439.85853666,,,,0.0,11096.30789,2515.8406,26022814.0496,2.25385303771e+11,6.52548,0.879761943,"24,799,436",72.775,13.3,401.4368557,6759.66985701,594786,21.4699993134,9440.18002678,,,,0.0,10665.43882,2594.2399,25188438.7682,2.79300682039e+11,6.8456,2.4431920482,"25,504,176",73.015,12.4,408.89358554,6855.54397052,538883,21.4699993134,9364.48867249,,,,0.0,10248.62275,2628.1423,24339337.1647,2.8278568943e+11,6.18472,4.0054742988,"26,166,639",73.25,11.5,375.32779972,7126.93747179,460373,21.4699993134,9513.37717291,,,,0.0,10782.29692,2840.7386,25682495.5102,4.04944417635e+11,7.45005,5.0088878387,"26,809,105",73.478,10.7,379.45320289,7427.21549265,318434,21.4699993134,9294.35599577,,,,0.0,9757.17231,2770.46175,23440543.4301,1.89453752154e+11,7.22524,5.4525174876,"27,448,086",73.698,9.9,427.22197707,7967.00360091,318434,21.4699993134,9499.37889002,,,,0.0,10522.32729,3095.7129,25386737.1475,3.17216207093e+11,7.84894
Cape Verde,CV,,"437,238",69.693,38.9,42.02368375,,467,69.0400009155,1233.25752261,,,,0.0,0.0,0.0,0.0,0.0,0.00318,0,"445,096",70.22,36.9,48.16935728,,870,69.0400009155,1285.84110587,,,,0.0,0.0,0.0,0.0,0.0,0.00214,0,"452,740",70.768,34.8,51.89797829,,891,69.0400009155,1330.90878487,,,,0.0,0.0,0.0,0.0,0.0,0.00228,0,"460,031",71.325,32.8,59.80442552,,1053,69.0400009155,1371.15693007,,,,0.0,0.0,0.0,0.0,0.0,0.00227,0.0606276136,"466,784",71.876,31,78.64092601,,1155,69.0400009155,1409.15680612,,,,0.0,0.0,0.0,0.0,0.0,0.00433,0.1981462645,"472,883",72.399,29.3,75.62507738,,1913,69.0400009155,1481.68668439,,,,0.0,0.0,0.0,0.0,0.0,0.00373,1.5629345115,"478,267",72.867,27.8,95.12335782,,2822,69.0400009155,1613.58441435,,,,0.0,0.0,0.0,0.0,0.0,0.0042,1.5123503436,"483,023",73.265,26.3,103.04320758,,3696,69.0400009155,1735.88389145,,,,0.0,0.0,0.0,0.0,0.0,0.00493,1.663414524,"487,371",73.587,25,113.9037323,,4503,69.0400009155,1827.02130408,,,,0.0,0.0,0.0,0.0,0.0,0.00507,2.4319546968,"491,621",73.835,23.7,111.21554798,,4543,69.0400009155,1878.47131499,,,,0.0,0.0,0.0,0.0,0.0,0.00552,3.2199596774,"495,999",74.018,22.5,116.0392246,,4235,69.0400009155,1958.88845526,,,,0.0,0.0,0.0,0.0,0.0,0.00552
Slovenia,SI,,"1,985,406",76.11,5.4,614.33496427,5777.99565092,4223,100,10045.3600766,,,,4937.25258,0.02833,0.0,136821.912154,119621858.223,0.29282,0.2760961015,"1,988,385",76.38,5.2,646.30384803,6006.34519041,3522,100,10324.3832732,,,,4555.85285,0.01557,0.0,126230.108212,115777079.691,0.29895,2.844529789,"1,991,319",76.66,5,733.48241083,6380.95190346,3009,100,10706.2071381,,,,5166.53334,0.01505,0.0,143144.85619,137449732.135,0.30204,2.9057995233,"1,994,426",76.55,4.8,903.60361883,6578.03423604,2492,100,11013.261659,,,,5324.16387,0.01185,0.17658,147681.022832,142506538.045,0.30098,5.7620585154,"1,997,959",77.28,4.5,1032.8624404,6830.70507338,1275,100,11490.6801719,,,,5301.01533,0.006,0.17658,147027.415341,162101191.57,0.31417,9.8301702497,"2,002,084",77.6,4.3,1083.10565549,6917.86046707,2502,100,11930.4586102,,,,5003.39126,0.105,0.17658,138992.955152,186258650.737,0.3193,13.9428203549,"2,006,903",78.24,4,1159.84464639,7123.53777129,3710,100,12588.1083842,,,,4984.65197,0.105,0.14126,138438.556819,198746914.374,0.31761,17.0790963084,"2,012,345",78.152,3.8,1318.3748213,7137.82417515,4248,100,13377.91533,,,,4998.98202,0.105,0.10595,138800.189204,206856149.378,0.31862,21.0404508746,"2,018,172",78.414,3.5,1657.99307917,6920.24403903,3561,100,13836.1892239,,,,4983.54966,0.165,0.10595,138499.819832,262301884.093,0.33989,22.7199119073,"2,024,040",78.945,3.3,1637.80046575,6103.44129366,3094,100,12613.6779714,,,,4882.13701,0.145,0.10595,135648.320427,273481338.432,0.30802,24.0173255246,"2,029,680",79.162,3,1586.85123335,6521.09287249,2746,100,12732.0455483,,,,4883.23932,0.405,0.24721,136370.911414,309501646.999,0.30953
Guatemala,GT,,"11,237,101",67.766,48.2,37.67355047,342.615057033,244915,34.5,1716.68534171,,,,0.0,20.50404,0.0,43436.783538,280244858.809,0.15753,0,"11,512,637",68.266,46.2,38.80729007,370.809919569,267177,34.5,1714.68340235,,,,0.0,20.94088,0.0,44362.207236,323664251.401,0.16974,0,"11,800,351",68.714,44.4,38.61873693,375.582048364,209260,34.5,1737.5603822,,,,0.0,17.90308,0.0,37926.779826,208105510.687,0.1687,0,"12,098,576",69.106,42.5,42.32847392,465.757292429,169252,34.5,1737.62109798,,,,0.0,21.99452,0.0,46594.290894,353996908.76,0.17628,0,"12,404,764",69.442,40.7,42.07417242,478.848287642,127489,34.5,1748.14967228,,,,0.0,19.81148,0.0,41969.629806,334045239.916,0.19425,0.2131451738,"12,717,154",69.73,39.2,45.98963083,477.150783894,101476,34.5,1760.79985538,,,,0.0,17.17389,0.0,36382.0272705,348803020.548,0.20438,0.2991966799,"13,034,904",69.982,37.6,56.45563501,547.606641368,75096,34.5,1810.29533479,,,,0.0,21.46499,0.0,45472.5080655,562081106.64,0.20222,0.4266836901,"13,358,842",70.216,36.1,61.38394096,557.308784699,59256,34.5,1877.75146677,,,,0.0,18.74113,0.0,39702.1468485,517087405.928,0.20965,0.6902422246,"13,690,846",70.447,34.4,68.5392064,542.698384015,69744,34.5,1892.33260731,,,,0.0,18.44183,0.0,39068.0947635,692573357.411,0.19736,1.1116160096,"14,033,623",70.681,33.1,68.81293245,548.040944238,31697,34.5,1855.82285096,,,,0.0,16.54395,0.0,35047.5308775,321216046.672,0.21336,1.7999861005,"14,388,929",70.924,31.6,68.65265464,567.311159851,45144,34.5,1862.66725969,,,,0.0,16.07696,0.0,34058.235912,484652402.728,0.21337
Bosnia and Herzegovina,BA,0.0007309748,"3,693,698",74.494,9.6,60.88767251,2061.89027906,,,1490.64283435,,,,8200.0942,0.0,0.0,227142.60934,198032274.93,0.22358,0.0018141219,"3,748,370",74.733,9.3,67.07272338,2072.36745572,,,1533.53264806,,,,8324.65539,0.0,0.0,230592.954303,211113260.69,0.22112,0.0056410646,"3,775,883",74.776,9,78.79045249,2082.95648991,,,1603.04355403,,,,8725.89672,0.0,0.0,241707.339144,231847075.85,0.2316,0.039654037,"3,782,717",74.776,8.8,123.09261503,2221.41915454,,,1664.15333214,,,,9848.04969,0.0,0.0,272790.976413,263238368.214,0.22736,0.1755189538,"3,781,358",74.785,8.7,138.91963208,2311.33894225,,,1766.30125664,,,,9792.93412,0.0,0.0,271264.275124,299272066.707,0.25338,0.362390806,"3,781,001",74.84,8.8,144.46285061,2379.79307596,,52.2999992371,1854.79143131,,,,10051.97729,0.0,0.0,278439.770933,369912764.272,0.27251,1.0577566885,"3,781,588",74.948,8.6,169.43738061,2374.39932642,,52.2999992371,1969.48273806,,,,10984.5327,0.07291,0.0,304117.099601,430002608.313,0.27846,2.2410753648,"3,779,034",75.082,8.5,222.69400345,2372.29937598,,52.2999992371,2105.57802802,,,,10764.07043,0.05931,0.0,298039.105642,437537648.523,0.25997,4.9934237092,"3,774,164",75.221,8.3,294.19225062,2970.72411268,,52.2999992371,2222.5645519,,,,12394.38893,0.09745,0.0,343118.130408,633287962.923,0.29093,6.2678309189,"3,767,683",75.366,8.1,303.4947345,2867.27943938,26579,52.2999992371,2161.59982585,,,,12642.40898,0.0936,0.0,349996.441826,699077823.53,0.30239,8.1778989362,"3,760,149",75.517,7.9,306.52684274,3109.71719472,25132,52.2999992371,2183.25834961,,,,12108.89028,0.03195,0.0,335348.576279,736226082.767,0.32508
Kuwait,KW,,"1,940,786",73.514,12.7,370.40132546,14822.3451736,5893,80.5999984741,19434.4000155,,,,0.0,2200.73368,339.024,5001168.2644,30080566931.1,0.90963,0.2488072182,"2,009,588",73.605,12.5,509.64334385,15190.1782853,5294,80.5999984741,18905.8581938,,,,0.0,2125.59516,300.1775,4803144.5667,32854726612.2,0.88264,0.5072914694,"2,069,816",73.694,12.4,524.05630928,15635.2062212,241,80.5999984741,18906.4029501,,,,0.0,2029.91077,282.52,4582784.47071,23596599186.9,0.88761,0.6112509674,"2,126,786",73.78,12.2,583.40043285,16656.1186692,3050,84.4000015259,21586.8319687,,,,0.0,2268.31392,321.3665,5126676.12382,36509672844.9,0.96046,0.9134568175,"2,189,485",73.864,12,595.98494305,16770.1537119,3314,85,23107.4660758,,,,0.0,2515.38205,342.5555,5671266.60382,42414280831.6,1.00698,1.1042334544,"2,264,014",73.949,11.8,677.51226815,17123.1273305,1859,85,24715.5521562,,,,0.0,2671.9799,434.3745,6094830.31915,54271300272.1,1.14679,1.2758134267,"2,351,441",74.038,11.7,789.21818578,17933.6840686,1859,85,25034.0478951,,,,0.0,2671.51292,438.25915,6097725.69537,69958810566.4,1.13313,1.4298448659,"2,447,818",74.132,11.5,786.84589752,17485.7771289,4331,85,25100.0281002,,,,0.0,2603.42559,425.8989,5941125.84114,71833743109.4,1.12475,1.5696424865,"2,548,351",74.234,11.3,873.8055228,17750.6944687,3535,85,25308.0849236,,,,0.0,2727.89534,448.5005,6227410.38302,1.02447986164e+11,1.16169,1.7004964694,"2,646,286",74.343,11.2,1348.85008483,17609.9635489,3535,85,23116.3406078,,,,0.0,2505.94295,371.47849,5680193.33243,48656434182.5,1.21498,1.6812865497,"2,736,732",74.458,11,983.1405978,18319.6600909,3535,85,23114.5866736,,,,0.0,2460.29305,414.3509,5626358.71177,74169112230.8,1.28347
Germany,DE,0.3223393007,"82,349,027",78.21,5.4,1897.74653103,6635.42140597,3679,,22945.7088502,4,,,,,,,,,2.5500933972,"82,384,256",78.58,5.2,1903.19543627,6762.65339647,3306,,23254.039912,3.7999999523,,,,,,,,,3.8853903202,"82,432,026",78.67,5.1,2062.442079,6900.78052703,353,,23217.332027,4,,,,,,,,,5.4159382411,"82,484,111",78.75,5,2516.98935744,6983.33742376,5472,100,23117.3618828,4.9000000954,,,,,,,,,8.4831765279,"82,524,343",79.34,4.9,2706.49833766,7082.53137018,3703,100,23390.8626524,5.4000000954,,,,,,,,,13.0797570038,"82,540,739",79.48,4.7,2778.18362326,7113.41228995,5760,100,23564.3851679,6,,,,,,,,,18.1814096361,"82,536,138",79.81,4.6,2864.47897335,7174.13766709,9736,100,24463.8464686,5.6999998093,,,,,,,,,23.9307988445,"82,516,297",79.98,4.5,3233.32004646,7184.3085532,3705,100,25297.3853934,4.8000001907,,,,,,,,,27.5771638657,"82,475,271",80.06,4.4,3611.94094226,7149.10859258,8913,100,25620.0753923,4.8000001907,,,,,,,,,30.3920620942,"82,405,365",80.103,4.2,3630.05363988,6753.05763976,9530,100,24368.195607,4.8000001907,,,,,,,,,31.9035914744,"82,302,465",80.263,4.1,3598.29829194,7215.42126857,7184,100,25420.2757175,4.8000001907,,,,,,,,
Dominica,DM,0.1148237456,"69,672",,14.9,159.47742438,,155,50.4000015259,4657.01907737,,,,0.0,0.0,0.0,0.0,0.0,0.00148,0.2519907267,"69,447",,14.5,159.99411222,,275,50.4000015259,4669.03216081,,,,0.0,0.0,0.0,0.0,0.0,0.00175,3.2293906293,"69,301",,14.3,160.33118009,,194,50.4000015259,4579.13803754,,,,0.0,0.0,0.0,0.0,0.0,0.00191,3.8309248555,"69,200",,13.9,160.56518947,,204,50.4000015259,4924.82000099,,,,0.0,0.0,0.0,0.0,0.0,0.00203,4.7085558788,"69,087",,13.7,161.2995745,,130,50.4000015259,5082.32232478,,,,0.0,0.0,0.0,0.0,0.0,0.00188,4.9328980776,"68,925",,13.5,162.21066914,,375,50.4000015259,5052.62409033,,,,0.0,0.0,0.0,0.0,0.0,0.0016,5.9679767103,"68,700",,13.2,179.18430104,,481,50.4000015259,5290.61360177,,,,0.0,0.0,0.0,0.0,0.0,0.00195,9.4982026478,"68,434",,12.9,192.84496335,,456,50.4000015259,5596.62404094,,,,0.0,0.0,0.0,0.0,0.0,0.00193,10.7102510307,"68,159",,12.7,204.20661275,,256,50.4000015259,6071.02324727,,,,0.0,0.0,0.0,0.0,0.0,0.00204,12.2198992963,"67,922",,12.3,223.16031145,,124,50.4000015259,6451.44155048,,,,0.0,0.0,0.0,0.0,0.0,0.00204,13.8102941176,"67,757",,12.1,291.99115139,,275,50.4000015259,6529.52963325,,,,0.0,0.0,0.0,0.0,0.0,0.00214
Liberia,LR,,"2,847,290",45.981,163.8,2.63408248,,,6.1999998093,185.81340386,,,,0.0,0.0,0.0,0.0,0.0,0.00616,0,"2,939,296",47.17,153.6,2.85916762,,,6.1999998093,219.76894945,,,,0.0,0.0,0.0,0.0,0.0,0.00652,0,"2,996,082",48.413,144.1,1.91769505,,,6.1999998093,284.365107677,,,,0.0,0.0,0.0,0.0,0.0,0.00705,0,"3,037,412",49.656,134.3,1.56482778,,,6.1999998093,188.403077799,,,,0.0,0.0,0.0,0.0,0.0,0.00727,0,"3,092,721",50.857,126.1,1.9551535,,,6.1999998093,175.578912424,,,,0.0,0.0,0.0,0.0,0.0,0.00735,0,"3,182,539",51.98,116.8,2.66680317,,,6.1999998093,186.801075594,,,,0.0,0.0,0.0,0.0,0.0,0.00745,0,"3,313,718",53.002,109.7,3.37054219,,324568,6.1999998093,196.95099395,,,,0.0,0.0,0.0,0.0,0.0,0.00858,0,"3,477,197",53.929,103.6,5.88302741,,300903,6.1999998093,217.136528163,,,,0.0,0.0,0.0,0.0,0.0,0.00942,0.0030067296,"3,658,460",54.77,96.4,9.06686013,,317652,6.1999998093,228.112314795,,29450878,29487082,0.0,0.0,0.0,0.0,0.0,0.00844,0.0039103956,"3,835,929",55.522,89.2,9.66351771,,351919,6.1999998093,247.498262247,,35425230,35280235,0.0,0.0,0.0,0.0,0.0,0.00775,0.0046569855,"3,994,122",56.19,83.1,9.48724976,,351919,6.1999998093,263.705595227,,35425230,35280235,0.0,0.0,0.0,0.0,0.0,0.00753
Netherlands,NL,1.6326004694,"15,862,825",78.24,6.22,1214.05607635,6559.53751694,6916,90,24179.7314074,,,,0.0,88.18552,2559.17211,2745988.72484,1215921500.14,3.79343,2.905364392,"15,953,446",78.45,6.25,1301.4844801,6652.67372047,7151,90,24460.0653853,,,,0.0,81.48513,2746.97728,2919599.45365,1271556160.87,3.92944,7.2510443262,"16,045,935",78.53,5.99,1502.17684458,6693.75659525,7377,90,24322.9835547,0.6999999881,,,0.0,98.37822,2676.02944,2884438.78016,1152112321.17,3.93986,12.2524683978,"16,137,709",78.79,5.6,1983.62289339,6751.12241362,18608,90,24289.7391912,1.1000000238,,,0.0,100.94785,2574.32224,2788175.21283,1638068188.47,4.02199,19.6907229855,"16,225,091",79.38,5.15,2234.85895074,7017.23073382,26358,90,24746.8439791,1.5,,,0.0,96.2226,3035.25362,3239096.38697,1639546912.64,4.13271,25.1227522183,"16,305,457",79.65,5.76,2326.7994955,6987.74034202,25657,90,25194.3412227,2,,,0.0,84.48895,2772.58065,2951566.26613,1736300058.23,4.23416,31.7641497505,"16,377,959",80,5.15,3049.45738649,7054.83221962,17226,90,26007.6791375,1.7999999523,,,0.0,70.6245,2729.67293,2879287.40203,1866266142.46,4.14183,33.6167879077,"16,443,483",79.824,4.66,3478.57689329,7209.93723727,6746,90,26968.6176963,1.2999999523,,,0.0,85.01563,2686.94178,2867043.14137,2361469493.68,4.35459,35.2982102865,"16,503,263",80.024,4.54,3943.43872428,7226.06962242,4750,90,27348.4743595,1.2999999523,,,0.0,65.55089,2957.31342,3096179.70292,2483436344.45,4.14045,37.0832190993,"16,559,268",80.444,4.5,4545.56862164,6895.66391303,2770,90,26210.3053602,1.2999999523,,,0.0,63.39555,2785.50594,2919806.2429,1240186658.73,4.07681,38.0958112662,"16,612,988",80.605,4.2,4431.11841216,7009.52381869,266,90,26501.0458209,1.2999999523,,,0.0,55.1434,3130.74538,3247563.91573,1674988685.19,4.2662
Paraguay,PY,0.0028071284,"5,343,539",70.036,35.3,49.55174977,880.68974513,17055,50.7999992371,1323.48193385,,,,0.0,0.00267,0.0,5.6562615,36492.99226,0.42971,0.0055006297,"5,453,921",70.301,33.8,37.28952481,866.349182542,19283,50.7999992371,1323.46341531,,,,0.0,0.00243,0.0,5.1478335,37558.3132564,0.37938,0.0089851958,"5,564,709",70.56,32.3,26.03428651,875.876887722,34987,50.7999992371,1243.33827641,,,,0.0,0.00925,0.0,19.5956625,107522.056197,0.39444,0.0088094022,"5,675,754",70.804,30.8,23.18990199,829.493314897,40765,50.7999992371,1244.50461596,,,,0.0,0.00574,0.0,12.159903,92384.0236696,0.4241,0.052705831,"5,786,836",71.033,29.9,27.74886477,816.335558844,44693,50.7999992371,1263.91987656,,,,0.0,0.09053,0.0,191.7832785,1526444.04,0.41508,0.094950402,"5,897,816",71.247,28.6,31.16275087,848.788771979,41434,50.7999992371,1331.10708187,,,,0.0,0.62697,0.0,1328.2045965,12733808.6941,0.40976,0.0998569217,"6,008,597",71.45,27.5,41.58155161,901.541574514,56898,50.7999992371,1352.97565365,,,,0.0,0.8,0.0,1694.76,20948758.2017,0.42508,0.1405390654,"6,119,295",71.651,26.2,49.16243024,959.424247401,77961,50.7999992371,1450.18456619,,,,0.0,1.1,0.0,2330.295,30350152.1264,0.4253,0.2054494833,"6,230,242",71.854,25.4,66.32466498,1003.17130538,100885,50.7999992371,1483.73907122,,,,0.0,1.7,0.0,3601.365,63842617.983,0.4405,0.2491370083,"6,341,892",72.06,24.3,57.40573189,1055.99401567,122636,50.7999992371,1406.36170101,,,,0.0,2.2,0.0,4660.59,42715028.9186,0.43597,0.4361171367,"6,454,548",72.269,23.4,59.29724131,1133.92913028,136015,50.7999992371,1578.6363376,,,,0.0,2.3,0.0,4872.435,69335280.1945,0.43752
Pakistan,PK,,"144,522,192",63.133,95.3,3.16096413,356.893285981,,56,511.702555479,,,,3410.55135,56.76279,855.68245,1070403.85487,861737641.138,1.84612,0,"147,557,907",63.336,93,2.66868932,362.915150321,8398974,59,511.110997226,,,,3668.4922,63.37444,774.45795,1010330.76636,1075969749.72,1.79929,0,"150,407,242",63.53,90.6,4.16518423,370.081914008,8398974,59,517.596650795,,,,3650.85522,67.93074,808.7135,1053750.06575,889218440.858,1.81339,0,"153,139,895",63.718,88.6,3.65398093,395.266040897,8507711,60,532.99735749,,,,3610.0697,64.33019,889.938,1126217.2217,1136487145.69,1.91194,0,"155,860,066",63.902,86.2,4.3236873,414.666833261,7510474,64.6999969482,562.283991998,,,,5056.30221,66.5916,967.631,1248761.54624,1282792029.01,1.96634,0.0092029105,"158,645,463",64.088,83.9,4.81190674,447.961124486,7158051,64.6999969482,594.766855035,,,,5369.35863,68.12617,1087.702,1380755.11889,1589212980.95,2.13909,0.0164760401,"161,513,324",64.282,82,6.38281942,472.623546525,7619171,65.3601837158,620.295637842,,,,4015.72028,69.25662,1275.5778,1533529.9384,1979344180.8,2.38416,0.0274577131,"164,445,596",64.489,80,6.91919772,468.775095686,6602932,65.3601837158,643.858518239,,,,4545.93205,68.68692,1299.592,1571024.12346,2088259693.23,2.48149,0.0886693728,"167,442,258",64.709,78.1,7.38773949,432.620778442,6266251,65.3601837158,642.427537329,,,,4121.54217,62.60389,1341.97,1588759.92888,2572712719.87,2.47811,0.1776181849,"170,494,367",64.943,75.7,6.99433464,449.322762669,5709703,65.3601837158,653.611175913,,,,3837.14584,59.84647,1367.04365,1600114.34414,1379271698.76,2.50371,0.3063412695,"173,593,383",65.187,73.7,8.37996789,456.636068899,5125373,65.3601837158,664.711269845,,,,3804.0765,64.89833,1399.53345,1642390.23624,2193656681.46,2.55969
Oman,OM,,"2,264,163",73.972,21.7,215.51242818,3207.36625411,61332,30,8774.93384985,,,,0.0,972.04106,321.71965,2380940.03356,13286985653.0,0.34089,0,"2,279,171",74.083,20.1,215.55851078,3459.59122857,49960,27.6599998474,9369.33440778,,,,0.0,915.48762,493.35055,2432765.29859,14152040208.6,0.34692,0.004212128,"2,302,874",74.083,18.5,231.90391501,3570.75549943,42311,27.6599998474,9511.05587041,,,,0.0,899.48445,529.725,2435237.8331,10457307831.5,0.36024,0.0058220001,"2,335,967",73.962,17,243.20193823,3625.90738653,41501,33.2151395493,9404.44431207,,,,0.0,823.00979,557.977,2301482.08963,13249049888.7,0.3566,0.0280868641,"2,378,336",73.737,15.6,253.47453653,3937.62697954,41501,36.7074955704,9550.96319426,,,,0.0,754.29732,607.418,2205359.15755,12721780510.0,0.38096,0.5449658573,"2,429,510",73.448,14.4,272.19258653,4239.94961947,41501,39.6562445589,9723.21688719,,,,0.0,780.55853,698.88385,2352458.06788,15858326314.1,0.48045,0.8056226964,"2,490,620",73.154,13.3,278.25358716,4449.49450338,41501,42.1122159773,10006.3030715,,,,0.0,743.85952,837.31865,2413147.85014,19483849528.1,0.55125,0.7877987824,"2,561,187",72.912,12.2,323.0091688,4614.26674429,41501,41.2509718869,10392.2859431,,,,0.0,714.81372,848.9726,2363269.72513,19727451180.7,0.58188,1.2304685352,"2,636,963",72.765,11.2,365.90889716,5110.42437835,41501,43.46,11385.6397977,,,,0.0,759.69982,849.53764,2458923.72368,28536368188.7,0.68767,1.5159241352,"2,712,141",72.731,10.3,409.9510139,5598.89769743,5240,46,11191.8110074,,,,0.0,818.8882,874.57598,2609349.68729,15902390694.7,0.75002,1.6330937837,"2,782,435",72.808,9.4,460.21087194,5932.57344736,5371,46,11345.4295527,,,,0.0,869.85419,957.0365,2799779.10881,26226294250.1,0.86701
Tanzania,TZ,,"34,038,161",50.418,126.4,4.38215131,58.1700051304,3011283,,307.98615463,,,,87.0826,0.0,0.0,2412.18802,2103044.79,0.0582,0,"34,917,073",50.851,120.4,4.77269898,60.2856946228,2761241,,318.26278987,,,,85.98029,0.0,0.0,2381.654033,2180460.1544,0.06861,0,"35,832,494",51.377,114.7,4.60818282,62.7084455801,1806175,,332.37111917,,,,87.0826,0.0,0.0,2412.18802,2313784.682,0.07525,0,"36,788,281",51.985,109.1,5.87900438,55.2077983747,1252293,8.6300001144,346.07243037,,,,60.62712,0.0,0.0,1679.371224,1620562.9176,0.07626,0,"37,786,946",52.663,103.6,5.18299026,63.6727826589,960680,8.6300001144,363.34747026,,,,71.65024,0.0,4.2,6184.711648,2213319.3344,0.08168,0.0038500144,"38,831,024",53.399,98.1,6.87143215,69.6092897267,649370,8.6300001144,379.68413297,,,,82.67335,0.0,14.4,16690.051795,3147931.28,0.0904,0.0044960865,"39,923,609",54.182,92.7,13.79696161,69.4826963164,255816,8.6300001144,394.22415896,,,,88.18491,0.0,17.8,20242.722007,3577612.6612,0.09356,0.005244936,"41,068,185",54.995,87.2,14.96415511,82.1073539042,255816,8.6300001144,410.68361891,,,,94.79878,0.0,18.71695,21342.876206,3977845.89,0.10957,0.0061157859,"42,267,667",55.821,82,16.50957144,84.3197709493,137123,7.38,428.75915592,,,,101.41265,0.0,19.7764,22585.530405,5356754.8595,0.11714,0.0065273225,"43,524,738",56.64,77.2,17.935686,75.0377865572,137123,6.67,441.50660957,,99458329,135504163,108.02651,0.01,23.23727,26250.788827,6260761.41856,0.12382,0.007024821,"44,841,226",57.437,72.5,20.80846017,77.8524654968,137123,6.67,458.78646364,,99458329,135504163,115.74269,0.01,27.5457,30772.957013,7459157.33518,0.12017
